,Pre-pulse (mV),,Holding Potential: -120mV,,,,,,,,,,,,,,,,,,,,
Time (ms),-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,,,,,,,,,
88.10,8.90E-12,-2.27E-12,1.02E-11,8.00E-13,-2.44E-12,-1.97E-11,-4.41E-11,-5.14E-11,-7.00E-11,-8.88E-11,-1.68E-10,-2.22E-10,-4.56E-10,-7.68E-10,,,,,,,,,
88.20,-5.80E-12,3.05E-12,3.60E-12,-6.39E-12,1.32E-11,-2.69E-11,-3.91E-11,-6.14E-11,-6.40E-11,-9.73E-11,-1.59E-10,-2.23E-10,-4.60E-10,-7.72E-10,,,,,,,,,
88.30,-3.92E-12,8.99E-12,-3.27E-12,6.74E-12,3.50E-12,-1.59E-11,-4.00E-11,-6.55E-11,-6.31E-11,-8.69E-11,-1.58E-10,-2.13E-10,-4.53E-10,-7.69E-10,,,,,,,,,
88.40,6.08E-12,-4.77E-12,9.85E-12,-2.01E-12,-1.74E-11,-8.43E-12,-3.81E-11,-5.92E-11,-7.06E-11,-9.82E-11,-1.51E-10,-2.19E-10,-4.45E-10,-7.55E-10,,,,,,,,,
88.50,4.21E-12,-5.39E-12,3.17E-11,-6.08E-12,-1.21E-11,-1.37E-11,-3.59E-11,-3.70E-11,-7.25E-11,-9.57E-11,-1.48E-10,-2.17E-10,-4.38E-10,-7.46E-10,,,,,,,,,
88.60,-1.42E-12,2.11E-12,1.92E-11,-3.23E-11,-1.24E-11,-1.22E-11,-3.97E-11,-4.30E-11,-7.50E-11,-9.70E-11,-1.44E-10,-2.21E-10,-4.39E-10,-7.56E-10,,,,,,,,,
88.70,-1.27E-11,2.73E-12,6.42E-12,-2.80E-11,-2.24E-11,-2.94E-11,-3.81E-11,-6.02E-11,-7.84E-11,-9.76E-11,-1.47E-10,-2.14E-10,-4.43E-10,-7.58E-10,,,,,,,,,
88.80,-2.05E-11,-8.83E-12,-5.78E-12,-1.73E-11,-2.87E-11,-1.25E-11,-4.19E-11,-5.52E-11,-8.40E-11,-8.91E-11,-1.45E-10,-2.00E-10,-4.35E-10,-7.55E-10,,,,,,,,,
88.90,-1.70E-11,8.59E-13,-7.96E-12,4.55E-12,-4.09E-11,-1.41E-11,-3.81E-11,-5.11E-11,-9.09E-11,-9.76E-11,-1.44E-10,-2.24E-10,-4.47E-10,-7.68E-10,,,,,,,,,
89.00,-9.23E-12,7.42E-12,4.54E-12,1.02E-11,-1.81E-11,-2.16E-11,-4.41E-11,-5.89E-11,-8.00E-11,-8.63E-11,-1.57E-10,-2.34E-10,-4.58E-10,-7.78E-10,,,,,,,,,
89.10,6.71E-12,1.62E-11,9.54E-12,-2.33E-12,-5.57E-12,-3.28E-11,-4.97E-11,-6.61E-11,-8.18E-11,-8.76E-11,-1.55E-10,-2.17E-10,-4.47E-10,-7.67E-10,,,,,,,,,
89.20,1.36E-11,7.74E-12,2.98E-12,-1.42E-11,7.25E-12,-1.94E-11,-5.69E-11,-6.42E-11,-6.40E-11,-1.05E-10,-1.66E-10,-2.19E-10,-4.43E-10,-7.76E-10,,,,,,,,,
89.30,-3.29E-12,1.59E-11,7.89E-13,-9.20E-12,-3.69E-12,-3.03E-11,-4.25E-11,-6.55E-11,-6.50E-11,-9.63E-11,-1.73E-10,-2.11E-10,-4.53E-10,-7.63E-10,,,,,,,,,
89.40,2.02E-12,-4.14E-12,1.52E-11,-1.58E-11,-1.43E-11,-2.44E-11,-3.41E-11,-7.30E-11,-6.78E-11,-8.98E-11,-1.53E-10,-2.05E-10,-4.46E-10,-7.66E-10,,,,,,,,,
89.50,2.33E-11,-1.41E-11,2.05E-11,-2.64E-12,-1.65E-11,-1.47E-11,-2.62E-11,-6.67E-11,-5.97E-11,-7.13E-11,-1.51E-10,-2.26E-10,-4.45E-10,-7.75E-10,,,,,,,,,
89.60,4.83E-12,-1.07E-11,-1.40E-12,2.36E-12,-3.38E-12,-1.66E-11,-5.28E-11,-7.55E-11,-6.90E-11,-6.88E-11,-1.74E-10,-2.31E-10,-4.66E-10,-7.64E-10,,,,,,,,,
89.70,-1.11E-12,1.34E-11,7.89E-13,-1.42E-11,-2.44E-12,-2.16E-11,-5.69E-11,-6.83E-11,-6.84E-11,-6.23E-11,-1.54E-10,-2.35E-10,-4.50E-10,-7.58E-10,,,,,,,,,
89.80,-1.14E-11,1.15E-11,8.60E-12,-2.05E-11,-2.75E-11,-3.38E-11,-5.19E-11,-4.95E-11,-6.65E-11,-8.38E-11,-1.41E-10,-2.33E-10,-4.33E-10,-7.55E-10,,,,,,,,,
89.90,-3.61E-12,7.11E-12,3.60E-12,-6.39E-12,-3.59E-11,-1.37E-11,-6.12E-11,-5.74E-11,-5.50E-11,-9.57E-11,-1.45E-10,-2.32E-10,-4.15E-10,-7.51E-10,,,,,,,,,
90.00,4.83E-12,5.23E-12,1.27E-11,-7.95E-12,1.62E-12,-6.56E-12,-5.12E-11,-5.89E-11,-7.22E-11,-1.14E-10,-1.61E-10,-2.21E-10,-4.02E-10,-7.69E-10,,,,,,,,,
90.10,2.64E-12,5.86E-12,2.66E-12,-8.89E-12,5.37E-12,-6.25E-12,-1.90E-11,-5.80E-11,-7.53E-11,-1.18E-10,-1.71E-10,-2.19E-10,-4.14E-10,-7.46E-10,,,,,,,,,
90.20,-2.86E-11,-8.83E-12,-7.65E-12,9.55E-12,-6.82E-12,-1.34E-11,-1.40E-11,-6.14E-11,-6.81E-11,-1.09E-10,-1.59E-10,-2.07E-10,-4.37E-10,-7.56E-10,,,,,,,,,
90.30,-2.80E-11,-1.16E-11,-7.65E-12,1.11E-12,-6.82E-12,-1.00E-11,-2.62E-11,-6.77E-11,-8.06E-11,-9.23E-11,-1.50E-10,-2.17E-10,-4.26E-10,-7.64E-10,,,,,,,,,
90.40,-1.17E-11,-5.08E-12,1.02E-11,-9.20E-12,-1.43E-11,-2.18E-12,-3.03E-11,-5.70E-11,-8.12E-11,-8.76E-11,-1.32E-10,-2.25E-10,-4.26E-10,-7.41E-10,,,,,,,,,
90.50,-8.92E-12,-1.48E-11,-7.34E-12,-1.76E-11,-1.74E-11,-1.72E-11,-2.84E-11,-5.36E-11,-6.90E-11,-9.98E-11,-1.42E-10,-2.32E-10,-4.20E-10,-7.51E-10,,,,,,,,,
90.60,2.33E-12,-7.58E-12,-1.92E-11,-1.01E-11,-1.78E-11,-1.37E-11,-4.78E-11,-6.24E-11,-6.06E-11,-1.02E-10,-1.30E-10,-2.24E-10,-4.34E-10,-7.61E-10,,,,,,,,,
90.70,-1.52E-11,-7.89E-12,-7.03E-12,-2.33E-12,-9.95E-12,4.07E-12,-3.50E-11,-3.99E-11,-7.50E-11,-1.00E-10,-1.41E-10,-2.21E-10,-4.31E-10,-7.56E-10,,,,,,,,,
90.80,-1.42E-12,-1.91E-11,4.85E-12,8.00E-13,-3.38E-12,-2.56E-11,-2.69E-11,-4.45E-11,-5.87E-11,-8.23E-11,-1.63E-10,-2.15E-10,-4.38E-10,-7.52E-10,,,,,,,,,
90.90,3.90E-12,-1.54E-11,1.41E-12,1.61E-11,-6.19E-12,-2.97E-11,-3.72E-11,-5.61E-11,-5.75E-11,-8.76E-11,-1.69E-10,-2.20E-10,-4.23E-10,-7.69E-10,,,,,,,,,
91.00,-9.86E-12,-1.04E-11,1.83E-11,-1.23E-11,-3.38E-12,-1.00E-11,-5.28E-11,-6.02E-11,-5.50E-11,-9.48E-11,-1.66E-10,-2.27E-10,-4.17E-10,-7.73E-10,,,,,,,,,
91.10,-2.02E-11,-1.32E-11,1.55E-11,-5.45E-12,-2.06E-11,-1.28E-11,-3.62E-11,-6.80E-11,-5.06E-11,-9.45E-11,-1.65E-10,-2.16E-10,-4.20E-10,-7.74E-10,,,,,,,,,
91.20,-1.61E-11,-3.21E-12,2.08E-11,-1.14E-11,-1.87E-11,-7.18E-12,-4.16E-11,-5.36E-11,-7.78E-11,-8.29E-11,-1.68E-10,-2.14E-10,-4.24E-10,-7.61E-10,,,,,,,,,
91.30,6.40E-12,9.61E-12,7.89E-13,-2.86E-11,-1.81E-11,-8.12E-12,-4.62E-11,-5.70E-11,-6.25E-11,-9.85E-11,-1.56E-10,-2.28E-10,-4.23E-10,-7.58E-10,,,,,,,,,
91.40,-2.36E-12,1.05E-11,-4.61E-13,-1.73E-11,-1.18E-11,-3.41E-11,-5.66E-11,-7.14E-11,-5.47E-11,-1.05E-10,-1.61E-10,-2.30E-10,-4.37E-10,-7.50E-10,,,,,,,,,
91.50,4.83E-12,8.05E-12,4.77E-13,-2.05E-11,-3.84E-11,-3.13E-11,-5.41E-11,-7.20E-11,-4.53E-11,-9.35E-11,-1.42E-10,-2.32E-10,-4.34E-10,-7.43E-10,,,,,,,,,
91.60,-2.98E-12,1.18E-11,-3.59E-12,-2.36E-11,-1.49E-11,-2.69E-11,-6.03E-11,-5.67E-11,-6.18E-11,-9.51E-11,-1.41E-10,-2.47E-10,-4.17E-10,-7.52E-10,,,,,,,,,
91.70,1.92E-11,5.23E-12,1.08E-11,-1.14E-11,-9.32E-12,-6.25E-12,-5.75E-11,-8.27E-11,-4.28E-11,-9.51E-11,-1.49E-10,-2.40E-10,-4.29E-10,-7.55E-10,,,,,,,,,
91.80,7.02E-12,-3.52E-12,1.42E-11,-8.89E-12,-4.94E-12,-2.25E-11,-4.28E-11,-8.21E-11,-6.12E-11,-9.70E-11,-1.63E-10,-2.42E-10,-4.19E-10,-7.46E-10,,,,,,,,,
91.90,-8.61E-12,-9.46E-12,6.42E-12,-6.39E-12,-4.32E-12,-3.34E-11,-4.19E-11,-5.11E-11,-6.15E-11,-1.22E-10,-1.42E-10,-2.27E-10,-4.26E-10,-7.46E-10,,,,,,,,,
92.00,-3.27E-11,-1.70E-11,9.54E-12,-4.05E-11,-4.32E-12,-2.88E-11,-3.47E-11,-5.17E-11,-6.25E-11,-1.15E-10,-1.48E-10,-2.07E-10,-4.25E-10,-7.61E-10,,,,,,,,,
92.10,-3.52E-11,-1.45E-11,1.02E-11,-3.08E-11,-1.62E-11,-1.06E-11,-3.09E-11,-5.70E-11,-6.22E-11,-1.12E-10,-1.62E-10,-2.16E-10,-4.33E-10,-7.78E-10,,,,,,,,,
92.20,4.83E-12,1.48E-12,3.29E-12,-7.64E-12,-1.56E-11,-2.00E-11,-3.84E-11,-5.33E-11,-5.62E-11,-1.01E-10,-1.56E-10,-2.23E-10,-4.25E-10,-7.68E-10,,,,,,,,,
92.30,2.48E-11,-2.58E-12,1.14E-11,-3.26E-12,-1.37E-11,-1.34E-11,-2.94E-11,-5.20E-11,-5.78E-11,-8.69E-11,-1.65E-10,-2.12E-10,-4.37E-10,-7.59E-10,,,,,,,,,
92.40,-1.73E-12,-1.04E-11,4.77E-13,1.02E-11,1.31E-12,-2.03E-11,-2.97E-11,-5.80E-11,-6.47E-11,-8.85E-11,-1.54E-10,-2.09E-10,-4.50E-10,-7.55E-10,,,,,,,,,
92.50,-3.92E-12,-1.70E-11,6.73E-12,1.64E-11,-2.76E-12,-2.41E-11,-2.94E-11,-7.92E-11,-5.28E-11,-8.19E-11,-1.46E-10,-2.02E-10,-4.63E-10,-7.55E-10,,,,,,,,,
92.60,-7.05E-12,-3.92E-13,8.92E-12,-1.30E-11,-1.06E-11,-3.13E-11,-2.44E-11,-6.36E-11,-5.50E-11,-5.98E-11,-1.36E-10,-2.26E-10,-4.33E-10,-7.55E-10,,,,,,,,,
92.70,-1.24E-11,8.59E-13,1.83E-11,-1.33E-11,-8.80E-13,-3.34E-11,-2.56E-11,-6.30E-11,-6.40E-11,-7.88E-11,-1.40E-10,-2.37E-10,-4.24E-10,-7.45E-10,,,,,,,,,
92.80,-5.80E-12,-2.01E-11,4.54E-12,-8.89E-12,-8.70E-12,-1.47E-11,-4.72E-11,-4.67E-11,-6.56E-11,-1.01E-10,-1.45E-10,-2.27E-10,-4.23E-10,-7.47E-10,,,,,,,,,
92.90,-1.69E-13,-1.70E-11,-6.71E-12,-3.55E-11,-1.51E-12,-8.43E-12,-4.69E-11,-3.11E-11,-5.56E-11,-9.70E-11,-1.38E-10,-2.32E-10,-4.16E-10,-7.40E-10,,,,,,,,,
93.00,-1.05E-11,5.55E-12,-1.86E-11,-2.42E-11,-1.82E-12,-1.56E-11,-4.31E-11,-3.64E-11,-6.90E-11,-9.23E-11,-1.42E-10,-2.28E-10,-4.17E-10,-7.67E-10,,,,,,,,,
93.10,-1.20E-11,-2.89E-12,-2.34E-12,-2.58E-11,-1.49E-11,-1.09E-11,-3.41E-11,-4.42E-11,-7.78E-11,-8.23E-11,-1.42E-10,-2.14E-10,-4.50E-10,-7.68E-10,,,,,,,,,
93.20,-1.05E-11,-4.77E-12,-9.21E-12,-1.83E-11,-1.28E-11,-9.37E-12,-4.59E-11,-4.14E-11,-7.37E-11,-9.51E-11,-1.45E-10,-2.02E-10,-4.39E-10,-7.64E-10,,,,,,,,,
93.30,-1.24E-11,-2.16E-11,-4.84E-12,-2.30E-11,-1.06E-11,-2.81E-11,-4.53E-11,-5.86E-11,-4.22E-11,-9.54E-11,-1.54E-10,-2.16E-10,-4.29E-10,-7.74E-10,,,,,,,,,
93.40,-1.33E-11,-3.52E-12,-3.90E-12,-9.20E-12,-1.62E-11,-3.09E-11,-5.16E-11,-5.70E-11,-3.90E-11,-1.29E-10,-1.64E-10,-2.23E-10,-4.12E-10,-7.69E-10,,,,,,,,,
93.50,-2.36E-12,1.34E-11,4.54E-12,-2.64E-11,-2.34E-11,-2.03E-11,-3.22E-11,-6.64E-11,-7.00E-11,-1.26E-10,-1.64E-10,-2.03E-10,-4.12E-10,-7.65E-10,,,,,,,,,
93.60,-2.04E-12,2.87E-11,1.61E-11,-3.61E-11,-2.06E-11,-3.16E-11,-3.12E-11,-5.92E-11,-8.18E-11,-1.07E-10,-1.42E-10,-2.08E-10,-4.17E-10,-7.54E-10,,,,,,,,,
93.70,1.39E-12,1.81E-11,1.41E-12,-2.95E-11,-7.13E-12,-2.47E-11,-2.00E-11,-3.80E-11,-8.44E-11,-1.02E-10,-1.43E-10,-2.17E-10,-4.17E-10,-7.62E-10,,,,,,,,,
93.80,1.58E-11,1.90E-11,-1.49E-13,-1.08E-11,3.81E-12,-7.50E-12,1.58E-12,-4.99E-11,-6.62E-11,-1.03E-10,-1.38E-10,-2.21E-10,-4.26E-10,-7.67E-10,,,,,,,,,
93.90,6.08E-12,1.27E-11,1.64E-11,-1.45E-11,6.83E-13,-7.81E-12,-2.81E-11,-7.49E-11,-7.53E-11,-1.05E-10,-1.45E-10,-2.25E-10,-4.20E-10,-7.63E-10,,,,,,,,,
94.00,1.92E-11,6.49E-12,1.33E-11,-8.27E-12,-7.44E-12,-1.75E-11,-4.91E-11,-8.52E-11,-6.40E-11,-8.26E-11,-1.66E-10,-2.28E-10,-4.33E-10,-7.53E-10,,,,,,,,,
94.10,1.51E-11,-1.64E-12,-4.52E-12,-9.20E-12,-9.32E-12,-2.53E-11,-4.25E-11,-5.95E-11,-7.65E-11,-9.91E-11,-1.61E-10,-2.32E-10,-4.45E-10,-7.53E-10,,,,,,,,,
94.20,7.33E-12,-4.46E-12,-9.53E-12,-2.01E-12,-1.46E-11,-8.75E-12,-3.34E-11,-6.55E-11,-8.75E-11,-1.06E-10,-1.41E-10,-2.30E-10,-4.23E-10,-7.51E-10,,,,,,,,,
94.30,-1.64E-11,-5.39E-12,-5.78E-12,5.49E-12,-2.93E-11,-1.03E-11,-3.12E-11,-6.86E-11,-8.12E-11,-1.06E-10,-1.40E-10,-2.22E-10,-4.28E-10,-7.50E-10,,,,,,,,,
94.40,-7.36E-12,-1.13E-11,-7.96E-12,1.33E-11,-2.37E-11,-1.62E-11,-2.15E-11,-4.24E-11,-8.15E-11,-1.07E-10,-1.37E-10,-2.14E-10,-4.20E-10,-7.62E-10,,,,,,,,,
94.50,1.67E-11,1.37E-11,-3.90E-12,-1.36E-11,-4.94E-12,-2.06E-11,-4.09E-11,-5.99E-11,-7.00E-11,-8.88E-11,-1.45E-10,-2.12E-10,-4.14E-10,-7.66E-10,,,,,,,,,
94.60,1.08E-11,1.65E-11,4.77E-13,-1.42E-11,1.01E-11,-1.91E-11,-3.84E-11,-6.58E-11,-7.09E-11,-7.19E-11,-1.53E-10,-2.29E-10,-4.16E-10,-7.56E-10,,,,,,,,,
94.70,1.08E-11,8.36E-12,-1.23E-11,-1.45E-11,-1.82E-12,-3.16E-11,-2.65E-11,-4.95E-11,-6.84E-11,-7.79E-11,-1.53E-10,-2.25E-10,-4.19E-10,-7.58E-10,,,,,,,,,
94.80,4.83E-12,1.46E-11,9.23E-12,-6.39E-12,-2.24E-11,-3.09E-11,-1.97E-11,-6.14E-11,-6.37E-11,-8.07E-11,-1.59E-10,-2.10E-10,-4.20E-10,-7.65E-10,,,,,,,,,
94.90,-4.54E-12,-8.52E-12,-2.34E-12,-2.86E-11,-3.07E-12,-2.25E-11,-2.44E-11,-5.77E-11,-5.87E-11,-9.70E-11,-1.63E-10,-2.04E-10,-4.15E-10,-7.69E-10,,,,,,,,,
95.00,2.96E-12,-6.02E-12,3.60E-12,-2.05E-11,3.81E-12,-3.19E-11,-2.34E-11,-6.17E-11,-6.62E-11,-1.15E-10,-1.47E-10,-2.12E-10,-4.03E-10,-7.50E-10,,,,,,,,,
95.10,7.02E-12,-6.02E-12,2.66E-12,-1.89E-11,-1.31E-11,-3.22E-11,-2.06E-11,-6.08E-11,-6.93E-11,-1.19E-10,-1.35E-10,-2.13E-10,-4.02E-10,-7.40E-10,,,,,,,,,
95.20,-2.04E-12,4.61E-12,1.64E-11,-6.08E-12,-1.31E-11,-2.41E-11,-1.44E-11,-6.92E-11,-7.47E-11,-1.06E-10,-1.35E-10,-2.44E-10,-4.23E-10,-7.61E-10,,,,,,,,,
95.30,-2.61E-11,8.99E-12,3.60E-12,5.18E-12,1.01E-11,-1.41E-11,-2.72E-11,-6.11E-11,-8.40E-11,-9.95E-11,-1.48E-10,-2.33E-10,-4.16E-10,-7.53E-10,,,,,,,,,
95.40,-1.45E-11,1.46E-11,-1.33E-11,1.02E-11,5.06E-12,-2.69E-11,-2.72E-11,-6.27E-11,-7.06E-11,-1.19E-10,-1.61E-10,-2.08E-10,-4.21E-10,-7.54E-10,,,,,,,,,
95.50,-7.98E-12,4.30E-12,-5.46E-12,-8.89E-12,-3.07E-12,-3.53E-11,-2.44E-11,-4.17E-11,-8.00E-11,-1.16E-10,-1.57E-10,-2.27E-10,-4.29E-10,-7.68E-10,,,,,,,,,
95.60,-1.74E-11,8.36E-12,1.27E-11,-9.52E-12,-1.31E-11,-3.03E-11,-3.22E-11,-6.77E-11,-6.81E-11,-1.08E-10,-1.59E-10,-2.16E-10,-4.48E-10,-7.70E-10,,,,,,,,,
95.70,-1.33E-11,6.17E-12,2.05E-11,2.36E-12,-1.46E-11,-1.91E-11,-2.72E-11,-6.30E-11,-6.59E-11,-1.01E-10,-1.40E-10,-2.17E-10,-4.36E-10,-7.59E-10,,,,,,,,,
95.80,4.57E-13,1.56E-11,2.08E-11,-3.89E-12,-4.01E-12,-1.28E-11,-4.09E-11,-6.64E-11,-7.18E-11,-1.11E-10,-1.43E-10,-2.29E-10,-4.25E-10,-7.55E-10,,,,,,,,,
95.90,2.86E-11,2.33E-13,1.10E-12,-1.33E-11,-3.69E-12,-2.56E-11,-6.12E-11,-7.17E-11,-8.72E-11,-9.16E-11,-1.53E-10,-2.26E-10,-4.22E-10,-7.57E-10,,,,,,,,,
96.00,1.33E-11,-4.46E-12,-2.96E-12,-1.70E-11,-1.28E-11,-9.37E-12,-4.37E-11,-6.99E-11,-8.06E-11,-8.63E-11,-1.49E-10,-2.20E-10,-4.25E-10,-7.58E-10,,,,,,,,,
96.10,1.08E-12,-4.46E-12,-2.65E-12,-1.61E-11,2.25E-12,1.19E-11,-3.50E-11,-6.70E-11,-7.18E-11,-8.51E-11,-1.46E-10,-2.28E-10,-4.18E-10,-7.52E-10,,,,,,,,,
96.20,-9.23E-12,1.12E-11,-7.34E-12,1.11E-12,4.12E-12,-2.16E-11,-3.37E-11,-6.55E-11,-7.22E-11,-9.23E-11,-1.30E-10,-2.29E-10,-4.28E-10,-7.40E-10,,,,,,,,,
96.30,-1.20E-11,-1.10E-11,3.92E-12,1.67E-11,-2.18E-11,-2.69E-11,-2.00E-11,-6.95E-11,-6.81E-11,-9.79E-11,-1.35E-10,-2.37E-10,-4.08E-10,-7.44E-10,,,,,,,,,
96.40,2.02E-12,-2.32E-11,1.49E-11,1.05E-11,-2.31E-11,-1.19E-11,-1.87E-11,-5.77E-11,-7.06E-11,-9.98E-11,-1.40E-10,-2.48E-10,-4.14E-10,-7.49E-10,,,,,,,,,
96.50,-3.92E-12,-1.54E-11,1.20E-11,-4.51E-13,-3.53E-11,3.18E-13,-2.06E-11,-4.30E-11,-7.62E-11,-1.01E-10,-1.40E-10,-2.39E-10,-4.24E-10,-7.47E-10,,,,,,,,,
96.60,6.40E-12,2.73E-12,-1.05E-11,4.55E-12,-3.00E-11,-8.75E-12,-2.94E-11,-4.61E-11,-9.72E-11,-8.98E-11,-1.36E-10,-2.26E-10,-4.35E-10,-7.60E-10,,,,,,,,,
96.70,7.02E-12,-1.64E-12,-5.15E-12,4.87E-13,-1.68E-11,-1.66E-11,-2.81E-11,-5.05E-11,-9.75E-11,-9.91E-11,-1.37E-10,-2.24E-10,-4.29E-10,-7.68E-10,,,,,,,,,
96.80,1.08E-12,2.42E-12,6.10E-12,-7.63E-13,-1.96E-11,-1.31E-11,-3.25E-11,-5.14E-11,-8.22E-11,-1.00E-10,-1.33E-10,-2.33E-10,-4.24E-10,-7.64E-10,,,,,,,,,
96.90,9.83E-12,-2.89E-12,-6.40E-12,-2.20E-11,-1.62E-11,-7.50E-12,-3.78E-11,-4.86E-11,-5.18E-11,-1.18E-10,-1.47E-10,-2.19E-10,-4.31E-10,-7.74E-10,,,,,,,,,
97.00,1.44E-13,-1.02E-12,1.27E-11,-4.42E-11,4.12E-12,-1.28E-11,-3.12E-11,-5.83E-11,-4.78E-11,-1.08E-10,-1.39E-10,-2.10E-10,-4.23E-10,-7.77E-10,,,,,,,,,
97.10,-3.61E-12,-2.27E-12,1.77E-11,-1.70E-11,-4.94E-12,-2.63E-11,-2.59E-11,-6.11E-11,-5.84E-11,-1.29E-10,-1.34E-10,-2.26E-10,-4.20E-10,-7.76E-10,,,,,,,,,
97.20,3.27E-12,5.55E-12,-7.65E-12,1.17E-11,-1.31E-11,-2.97E-11,-2.34E-11,-5.58E-11,-6.68E-11,-1.10E-10,-1.45E-10,-2.31E-10,-4.24E-10,-7.53E-10,,,,,,,,,
97.30,1.11E-11,2.42E-12,-7.03E-12,1.52E-11,-2.09E-11,-2.47E-11,-1.62E-11,-5.64E-11,-7.72E-11,-1.01E-10,-1.40E-10,-2.31E-10,-4.26E-10,-7.48E-10,,,,,,,,,
97.40,1.17E-11,9.61E-12,-4.21E-12,1.58E-11,-2.46E-11,-1.16E-11,-2.47E-11,-5.92E-11,-7.68E-11,-8.29E-11,-1.51E-10,-2.19E-10,-4.24E-10,-7.38E-10,,,,,,,,,
97.50,1.08E-11,8.59E-13,7.67E-12,5.18E-12,-1.93E-11,-4.68E-12,9.58E-13,-5.55E-11,-9.62E-11,-8.57E-11,-1.52E-10,-2.19E-10,-4.10E-10,-7.25E-10,,,,,,,,,
97.60,1.95E-11,-1.10E-11,4.85E-12,-9.20E-12,-1.53E-11,-1.37E-11,-1.50E-11,-5.99E-11,-9.62E-11,-8.88E-11,-1.56E-10,-2.36E-10,-4.06E-10,-7.45E-10,,,,,,,,,
97.70,2.36E-11,-2.16E-11,5.17E-12,-1.17E-11,-6.51E-12,-1.81E-11,-2.31E-11,-5.64E-11,-1.00E-10,-8.73E-11,-1.34E-10,-2.32E-10,-4.33E-10,-7.50E-10,,,,,,,,,
97.80,1.36E-11,-1.66E-11,-7.03E-12,-1.17E-11,-2.13E-12,-2.59E-11,-1.78E-11,-4.70E-11,-9.94E-11,-1.10E-10,-1.42E-10,-2.41E-10,-4.28E-10,-7.68E-10,,,,,,,,,
97.90,-1.42E-12,1.21E-11,-1.30E-11,-1.20E-11,1.29E-11,-3.44E-11,-2.53E-11,-5.14E-11,-7.75E-11,-9.79E-11,-1.37E-10,-2.51E-10,-4.38E-10,-7.57E-10,,,,,,,,,
98.00,-1.86E-11,1.24E-11,-1.83E-11,-5.45E-12,2.04E-11,-3.53E-11,-1.59E-11,-3.99E-11,-8.09E-11,-9.66E-11,-1.40E-10,-2.42E-10,-4.31E-10,-7.59E-10,,,,,,,,,
98.10,-2.98E-12,-1.02E-12,-9.84E-12,3.93E-12,2.25E-12,-4.13E-11,-2.69E-11,-5.14E-11,-7.03E-11,-8.63E-11,-1.50E-10,-2.19E-10,-4.30E-10,-7.77E-10,,,,,,,,,
98.20,2.92E-11,-6.64E-12,-1.71E-12,1.24E-11,1.62E-12,-3.63E-11,-2.00E-11,-5.14E-11,-7.12E-11,-8.13E-11,-1.45E-10,-2.28E-10,-4.30E-10,-7.87E-10,,,,,,,,,
98.30,3.90E-12,-6.02E-12,5.48E-12,1.80E-11,6.00E-12,-2.50E-11,-2.37E-11,-5.74E-11,-7.93E-11,-8.32E-11,-1.44E-10,-2.18E-10,-4.28E-10,-7.67E-10,,,,,,,,,
98.40,-5.80E-12,-3.21E-12,1.27E-11,1.14E-11,-7.13E-12,-3.00E-11,-2.87E-11,-7.42E-11,-8.84E-11,-8.95E-11,-1.37E-10,-2.12E-10,-4.21E-10,-7.57E-10,,,,,,,,,
98.50,1.39E-12,-7.91E-14,1.42E-11,1.05E-11,-9.01E-12,-3.69E-11,-2.91E-11,-6.45E-11,-8.18E-11,-9.66E-11,-1.35E-10,-2.06E-10,-4.17E-10,-7.46E-10,,,,,,,,,
98.60,4.52E-12,-3.21E-12,-4.84E-12,6.43E-12,-4.63E-12,-3.00E-11,-5.31E-11,-5.05E-11,-8.37E-11,-1.15E-10,-1.37E-10,-2.09E-10,-4.29E-10,-7.53E-10,,,,,,,,,
98.70,7.65E-12,-9.77E-12,-6.09E-12,-1.83E-11,-1.49E-11,-2.00E-11,-4.84E-11,-5.49E-11,-8.78E-11,-1.14E-10,-1.24E-10,-2.31E-10,-4.45E-10,-7.35E-10,,,,,,,,,
98.80,6.71E-12,-2.27E-12,6.73E-12,-2.80E-11,-1.59E-11,-1.75E-11,-3.22E-11,-4.52E-11,-7.53E-11,-1.14E-10,-1.24E-10,-2.39E-10,-4.42E-10,-7.38E-10,,,,,,,,,
98.90,1.33E-11,1.17E-12,7.04E-12,-3.01E-11,-1.12E-11,-3.75E-12,-2.19E-11,-3.83E-11,-7.37E-11,-1.03E-10,-1.45E-10,-2.34E-10,-4.49E-10,-7.64E-10,,,,,,,,,
99.00,1.55E-11,-1.02E-12,8.60E-12,-2.95E-12,-4.63E-12,-1.81E-11,-1.94E-11,-3.92E-11,-7.81E-11,-1.07E-10,-1.60E-10,-2.25E-10,-4.33E-10,-7.60E-10,,,,,,,,,
99.10,1.08E-11,-7.04E-13,-1.09E-12,2.36E-12,-2.31E-11,-3.22E-11,-2.78E-11,-4.11E-11,-7.06E-11,-1.10E-10,-1.62E-10,-2.26E-10,-4.33E-10,-7.57E-10,,,,,,,,,
99.20,1.23E-11,-5.08E-12,7.98E-12,2.36E-12,-2.34E-11,-1.91E-11,-6.05E-13,-4.49E-11,-6.93E-11,-1.04E-10,-1.57E-10,-2.26E-10,-4.27E-10,-7.66E-10,,,,,,,,,
99.30,3.90E-12,-8.52E-12,4.54E-12,1.43E-12,-1.34E-11,-2.03E-11,-2.09E-11,-5.64E-11,-6.18E-11,-9.07E-11,-1.36E-10,-2.20E-10,-4.18E-10,-7.63E-10,,,,,,,,,
