Model,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
274,0.37854,1.2542229999999999,3.200915,3.853685,3.770251,0.78445,1.5042010000000001,0.10793900000000001
275,0.081637,1.270669,2.597111,2.453509,14.635438,2.584802,1.5590760000000001,0.06993400000000001
276,0.026860000000000002,1.068461,2.268077,2.181781,6.956811999999999,1.103784,0.697414,0.12224000000000002
277,0.30452199999999996,1.472708,1.5095889999999998,3.7193669999999996,5.852161,1.315038,0.756542,0.137726
278,0.055287,2.002082,2.64659,3.9100029999999997,8.877362,3.061098,1.841521,0.034210000000000004
279,0.07836900000000001,0.609941,0.538241,1.355452,2.6304529999999997,0.920178,0.263164,0.17844400000000002
280,0.160018,1.402831,2.171239,2.724218,4.161782,2.607601,1.7827939999999998,0.186698
281,0.37192,1.8264029999999998,2.04811,3.8254839999999994,6.615568,3.6584730000000003,1.8018939999999999,0.040603
282,0.20181300000000002,1.624422,0.200976,3.388692,3.511244,2.752,0.835249,0.098438
283,0.050662,1.218224,0.9210959999999999,2.662258,1.9485,2.0643540000000002,1.763987,0.031641
284,0.103429,1.440253,2.547252,2.624962,10.725005,2.2153959999999997,1.6436819999999999,0.160613
285,0.145877,1.513674,1.6673740000000001,2.671059,3.7606599999999997,2.9970529999999997,1.1083399999999999,0.16408399999999998
286,0.367583,0.773963,2.136295,1.845409,3.249213,3.621029,1.077584,0.14802200000000001
287,0.27317800000000003,1.152428,0.166218,2.786416,8.452955000000001,2.556368,1.78677,0.090294
288,0.118652,0.424684,1.635886,1.211054,3.706724,0.688724,0.330913,0.178396
289,0.307704,0.8776450000000001,1.382395,2.401103,0.299404,0.976982,0.328196,0.09723
290,0.039583999999999994,1.6815939999999998,0.246542,3.3814480000000002,17.073567,2.565512,1.678489,0.155709
291,0.393687,1.536606,2.907117,3.755657,8.421164,0.89644,0.99459,0.137934
292,0.16134500000000002,1.525471,1.02378,3.108485,16.697010000000002,1.822442,1.7539770000000001,0.021837
293,0.046566,1.1254309999999998,3.117214,1.9504279999999998,5.938729,3.5291690000000004,0.9089780000000001,0.064835
294,0.067273,1.120164,1.337517,2.179911,7.754728999999999,3.599053,1.7510849999999998,0.158479
295,0.25735399999999997,1.471326,3.5465809999999998,3.2905379999999997,10.189589,3.028962,1.735598,0.032094
296,0.080853,1.045782,2.430886,1.9458959999999998,10.266297,1.529674,0.986176,0.025204
297,0.022934,0.789697,0.32456,1.902753,4.751818,3.4071870000000004,0.12289100000000001,0.029276999999999997
298,0.205116,0.9474299999999999,3.480747,3.373704,6.488614,0.798165,0.30336799999999997,0.188584
299,0.080877,1.599414,0.45716899999999994,3.5697660000000004,5.43652,2.046929,0.742056,0.101613
300,0.08816399999999999,1.059135,3.8377410000000003,1.8380040000000002,3.5343739999999997,3.202613,0.739903,0.160083
301,0.112652,1.3345040000000001,0.882582,3.269619,7.943174000000001,1.870473,0.6041850000000001,0.087299
302,0.398554,1.026313,1.423225,2.125639,8.077295,1.8350549999999999,1.5844049999999998,0.069089
303,0.117289,0.698875,1.404004,1.259332,2.68992,2.869657,1.255342,0.11524000000000001
304,0.072042,1.480497,2.925636,3.361394,13.651426,2.447069,1.344262,0.19828800000000002
305,0.11304700000000001,0.789301,0.098942,1.413284,1.6638680000000001,2.98233,1.212033,0.011705
306,0.032414,1.16183,3.835097,2.087928,10.202554,3.03798,1.912823,0.058075
307,0.31482899999999997,1.157852,2.394037,3.3990519999999997,17.404967000000003,3.733865,1.971982,0.181674
308,0.32314899999999996,1.414159,2.3022259999999997,2.7799,6.62798,3.178084,1.27071,0.127247
309,0.102226,0.6373340000000001,3.3908699999999996,0.961887,4.404380000000001,3.415322,1.7806830000000002,0.104651
310,0.37954899999999997,0.950551,0.971793,2.2826560000000002,5.171952,2.5339970000000003,1.306292,0.17086700000000002
311,0.21532300000000001,1.2446979999999999,2.38099,2.5131799999999997,1.326706,1.7367869999999999,1.6105040000000002,0.181224
312,0.051553999999999996,0.809371,3.753325,1.486205,2.1155619999999997,3.4259169999999997,0.040917,0.008612
313,0.180678,0.715858,1.720663,2.0558520000000002,5.8890910000000005,2.28655,0.7648560000000001,0.17638399999999999
314,0.215515,1.248739,2.757308,3.463858,5.4795620000000005,2.236704,0.400165,0.08456
315,0.195638,1.5124790000000001,1.442331,3.350014,13.374258,3.216215,1.930726,0.070766
316,0.21554600000000002,1.8009849999999998,0.817188,3.682992,2.299256,3.11713,1.274026,0.159351
317,0.179648,1.134125,3.8717050000000004,2.5807,13.169494,1.903743,1.6281219999999998,0.119023
318,0.288321,1.406706,1.959534,3.4264870000000003,15.347682,3.021077,1.967084,0.128734
319,0.116624,1.064176,1.2686879999999998,2.1596610000000003,5.544597,3.445674,0.971267,0.188596
320,0.394719,1.2326979999999998,2.4013709999999997,2.730578,1.041767,2.648932,0.483781,0.11371500000000001
321,0.11635799999999999,2.034779,2.609483,3.645161,12.454747,3.730028,1.340415,0.070203
322,0.293552,1.293416,2.8781209999999997,2.379517,12.293298,3.3980300000000003,1.913387,0.15726099999999998
323,0.22515100000000002,1.9031189999999998,0.602901,3.7219059999999997,7.648639,3.8873629999999997,1.118176,0.007790999999999999
324,0.12371199999999999,1.7593459999999999,3.6059349999999997,3.864295,1.65377,2.7947580000000003,1.48753,0.060676999999999995
325,0.062908,1.210011,0.291636,2.1291580000000003,6.815189999999999,3.083375,0.8420709999999999,0.081748
326,0.127462,0.967743,1.609984,2.331717,2.6194900000000003,0.055786,0.185079,0.15576099999999998
327,0.131944,1.504748,0.732823,2.720924,13.000675,3.995942,1.918738,0.020035
328,0.25162199999999996,1.424808,0.49613599999999997,3.084588,0.476376,3.567945,1.020359,0.16447699999999998
